seed,mode,channel,feature,reliable_imputer,file,event_index,global_event,attack_id,target_points,target_class,targeted_channel,duration_seconds,detected,alarm_delay_censored,mean_event_score,max_event_score,normalized_mean_event_score,normalized_max_event_score
42,zero,19,P1_PCV02Z,False,test3.csv.gz,7,32,A307,P1_FCV03D;P2_VTR01,control_only,False,110,True,23,12.899531364440918,19.479427337646484,21.488060287004284,32.44886168047304
42,zero,19,P1_PCV02Z,False,test3.csv.gz,8,33,A308,P1_LCV01D;P1_LIT01;P2_ASD,mixed_control_sensor,False,255,True,0,1.3399266004562378,3.750009536743164,2.2320519061749837,6.246771973787171
42,zero,19,P1_PCV02Z,False,test4.csv.gz,1,34,A401,P1_PCV01D;P1_B3004;P1_LIT01,mixed_control_sensor,False,254,True,27,0.9885551929473877,2.1245977878570557,1.6467368451571092,3.5391584439228216
42,zero,19,P1_PCV02Z,False,test4.csv.gz,2,35,A402,P1_B3005;P1_FT03;P3_LCV01D,mixed_control_sensor,False,262,True,36,0.8479222655296326,1.8659456968307495,1.4124702863718093,3.1082953708150587
42,zero,19,P1_PCV02Z,False,test4.csv.gz,3,36,A403,P1_B3004;P1_LIT01;P3_LCV01D,mixed_control_sensor,False,263,True,28,1.2019500732421875,2.9738407135009766,2.0022103831612132,4.953828688056872
42,zero,19,P1_PCV02Z,False,test4.csv.gz,4,37,A404,P2_CO_rpm;P2_SIT01;P1_LCV01D;P1_LIT01,mixed_control_sensor,False,258,True,7,1.2446154356002808,2.9735169410705566,2.073282413037031,4.953289347416691
42,zero,19,P1_PCV02Z,False,test4.csv.gz,5,38,A405,P2_ASD;P3_LCV01D,control_only,False,120,True,9,0.7686639428138733,2.10512113571167,1.2804416437299615,3.5067142051621216
42,zero,19,P1_PCV02Z,False,test5.csv.gz,1,39,A501,P1_PCV01D;P2_VTR02,control_only,False,172,True,47,8.514028549194336,18.920804977416992,14.18268257827464,31.51830764597768
42,zero,19,P1_PCV02Z,False,test5.csv.gz,2,40,A502,P1_FCV03D;P1_FT03;P2_CO_rpm,mixed_control_sensor,False,258,True,5,0.6194356083869934,1.8998554944992065,1.0318568419957312,3.164782366817762
42,zero,19,P1_PCV02Z,False,test5.csv.gz,3,41,A503,P1_B3004;P1_LIT01;P2_CO_rpm,mixed_control_sensor,False,256,True,0,1.3577964305877686,3.412511110305786,2.2618194982166115,5.684566547158498
42,zero,19,P1_PCV02Z,False,test5.csv.gz,4,42,A504,P1_FCV03D;P3_LCV01D,control_only,False,120,True,28,0.8376226425170898,2.3173820972442627,1.3953131576378905,3.8602988594514236
42,zero,19,P1_PCV02Z,False,test5.csv.gz,5,43,A505,P1_B3004;P2_ASD,control_only,False,203,True,2,1.0409995317459106,2.592700242996216,1.7340987098618417,4.3189242735755755
42,zero,19,P1_PCV02Z,False,test5.csv.gz,6,44,A506,P2_CO_rpm;P2_SIT01;P3_LCV01D,mixed_control_sensor,False,153,True,6,0.4964335262775421,1.7780132293701172,0.8269597739455776,2.961817323776254
42,zero,19,P1_PCV02Z,False,test5.csv.gz,7,45,A507,P2_ASD;P2_VTR01,control_only,False,79,True,5,13.050664901733398,61.20906066894531,21.739818778764793,101.96215262446512
42,zero,19,P1_PCV02Z,False,test5.csv.gz,8,46,A508,P1_FCV03D;P1_LCV01D,control_only,False,51,True,13,0.7004828453063965,1.4644393920898438,1.166865460821996,2.439465516602845
42,zero,19,P1_PCV02Z,False,test5.csv.gz,9,47,A509,P1_B2016;P1_PCV01D,control_only,False,241,False,241,0.2578233480453491,0.7311340570449829,0.4294825517047662,1.2179242990929804
42,zero,19,P1_PCV02Z,False,test5.csv.gz,10,48,A510,P1_B3004;P1_LCV01D;P1_LIT01,mixed_control_sensor,False,262,True,15,1.4965139627456665,3.434190511703491,2.4928953884687344,5.720680129199487
42,zero,19,P1_PCV02Z,False,test5.csv.gz,11,49,A511,P2_RTR;P3_LCV01D,control_only,False,120,True,37,8.83543586730957,19.12665367126465,14.718083410539204,31.861210734348223
42,zero,19,P1_PCV02Z,False,test5.csv.gz,12,50,A512,P1_B3005;P1_FCV03D;P1_FT03,mixed_control_sensor,False,262,True,17,0.9066856503486633,1.9830801486968994,1.5103584281953624,3.3034181308808557
42,zero,20,P2_CO_rpm,True,test1.csv.gz,1,1,A101,P1_B2016,control_only,False,192,True,57,0.8091676831245422,1.8897950649261475,1.3505574852750766,3.154200203246472
42,zero,20,P2_CO_rpm,True,test1.csv.gz,2,2,A102,P1_B3005,control_only,False,98,True,19,0.5216723084449768,1.574472188949585,0.8707075872216367,2.62790425827722
42,zero,20,P2_CO_rpm,True,test1.csv.gz,3,3,A103,P1_LCV01D,control_only,False,190,True,20,1.4624512195587158,2.4687652587890625,2.440933421609089,4.120541970694903
42,zero,20,P2_CO_rpm,True,test1.csv.gz,4,4,A104,P2_CO_rpm,control_only,True,60,True,3,1.5740095376968384,1.7346237897872925,2.6271320609620035,2.8952084868086274
42,zero,20,P2_CO_rpm,True,test1.csv.gz,5,5,A105,P2_ASD,control_only,False,89,True,7,2.4504055976867676,3.236128330230713,4.089898411583556,5.4013246337609
42,zero,20,P2_CO_rpm,True,test2.csv.gz,1,6,A201,P2_VTR02,control_only,False,83,True,49,8.465002059936523,37.59713363647461,14.128680783160487,62.752246928048464
42,zero,20,P2_CO_rpm,True,test2.csv.gz,2,7,A202,P1_B2016;P1_PIT01,mixed_control_sensor,False,422,True,72,1.2313299179077148,2.431433916091919,2.055175796260086,4.058233347443527
42,zero,20,P2_CO_rpm,True,test2.csv.gz,3,8,A203,P1_LCV01D,control_only,False,17,False,17,0.3704380691051483,0.5223477482795715,0.6182870590295205,0.8718349435700049
42,zero,20,P2_CO_rpm,True,test2.csv.gz,4,9,A204,P1_B3005;P1_FT03,mixed_control_sensor,False,259,True,34,0.5208941698074341,1.4780604839324951,0.8694088193847193,2.4669863761193853
42,zero,20,P2_CO_rpm,True,test2.csv.gz,5,10,A205,P1_B2016,control_only,False,123,False,123,0.22446152567863464,0.67863529920578,0.37464199322810215,1.1326898024092118
42,zero,20,P2_CO_rpm,True,test2.csv.gz,6,11,A206,P1_FCV03D;P1_FT03,mixed_control_sensor,False,256,False,256,0.2686031460762024,0.6268667578697205,0.4483174465159844,1.046284484375241
42,zero,20,P2_CO_rpm,True,test2.csv.gz,7,12,A207,P2_VTR01,control_only,False,68,True,32,10.116179466247559,18.60854148864746,16.884611416721423,31.05895789176802
42,zero,20,P2_CO_rpm,True,test2.csv.gz,8,13,A208,P1_B3004;P1_LIT01,mixed_control_sensor,False,261,True,37,1.0061334371566772,2.8923635482788086,1.6793071115870883,4.827557157474232
42,zero,20,P2_CO_rpm,True,test2.csv.gz,9,14,A209,P1_B3004,control_only,False,199,True,21,0.765463650226593,1.4620823860168457,1.2776123961445844,2.440317812618293
42,zero,20,P2_CO_rpm,True,test2.csv.gz,10,15,A210,P1_PCV01D;P1_PIT01,mixed_control_sensor,False,421,True,156,0.28930380940437317,0.7874001860618591,0.48286830215577553,1.3142260094798612
42,zero,20,P2_CO_rpm,True,test2.csv.gz,11,16,A211,P2_ASD,control_only,False,45,True,5,0.7998813390731812,1.777239203453064,1.3350579272341816,2.9663365942636344
42,zero,20,P2_CO_rpm,True,test2.csv.gz,12,17,A212,P2_ASD;P2_SIT01,mixed_control_sensor,False,152,True,34,0.42858925461769104,1.0020734071731567,0.71534545682455,1.6725306374408255
42,zero,20,P2_CO_rpm,True,test2.csv.gz,13,18,A213,P1_LCV01D;P1_LIT01,mixed_control_sensor,False,254,True,25,1.054722547531128,2.3509750366210938,1.7604057368629709,3.923941847433827
42,zero,20,P2_CO_rpm,True,test2.csv.gz,14,19,A214,P1_PCV01D,control_only,False,152,False,152,0.22432005405426025,0.549058198928833,0.37440586718743396,0.9164165547882551
42,zero,20,P2_CO_rpm,True,test2.csv.gz,15,20,A215,P2_CO_rpm;P2_SIT01,mixed_control_sensor,True,151,False,151,0.3610538840293884,1.0981130599975586,0.6026241974724018,1.8328275384544215
42,zero,20,P2_CO_rpm,True,test2.csv.gz,16,21,A216,P1_FCV03D,control_only,False,65,False,65,0.30986204743385315,0.7787137031555176,0.5171814400057303,1.2997276616657556
42,zero,20,P2_CO_rpm,True,test2.csv.gz,17,22,A217,P2_RTR,control_only,False,184,True,151,3.6104493141174316,18.756290435791016,6.026092549270855,31.305561223398513
42,zero,20,P2_CO_rpm,True,test2.csv.gz,18,23,A218,P1_FCV03D,control_only,False,99,True,13,1.2555242776870728,2.625180959701538,2.0955578757510445,4.381610720828585
42,zero,20,P2_CO_rpm,True,test2.csv.gz,19,24,A219,P3_LCP01D,control_only,False,119,False,119,0.3017265498638153,0.707029402256012,0.5036027252735445,1.1800815472995727
42,zero,20,P2_CO_rpm,True,test2.csv.gz,20,25,A220,P3_LCV01D,control_only,False,119,False,119,0.3131731152534485,0.5864406228065491,0.5227078438911901,0.9788104361044526
42,zero,20,P2_CO_rpm,True,test3.csv.gz,1,26,A301,P1_LCV01D;P1_B3005,control_only,False,132,True,18,0.5131740570068359,1.5951441526412964,0.8565234108996019,2.662407212215481
42,zero,20,P2_CO_rpm,True,test3.csv.gz,2,27,A302,P1_B2016;P1_PIT01;P1_B3005,mixed_control_sensor,False,421,True,16,1.1921511888504028,2.3825526237487793,1.9897837559012856,3.9766470500162407
42,zero,20,P2_CO_rpm,True,test3.csv.gz,3,28,A303,P1_PCV01D;P1_LCV01D,control_only,False,189,True,4,1.365653395652771,1.795407772064209,2.279371080006785,2.9966612066354053
42,zero,20,P2_CO_rpm,True,test3.csv.gz,4,29,A304,P2_ASD;P2_VTR01,control_only,False,106,True,11,14.111839294433594,49.035438537597656,23.553647269379173,81.84357821233635
42,zero,20,P2_CO_rpm,True,test3.csv.gz,5,30,A305,P2_CO_rpm;P2_VTR02,control_only,True,84,True,0,11.140057563781738,18.74810218811035,18.593535608175024,31.291894465040464
42,zero,20,P2_CO_rpm,True,test3.csv.gz,6,31,A306,P1_B2016;P2_ASD,control_only,False,238,True,3,1.2052568197250366,3.45210337638855,2.0116579709077995,5.7618020988207626
42,zero,20,P2_CO_rpm,True,test3.csv.gz,7,32,A307,P1_FCV03D;P2_VTR01,control_only,False,110,True,23,12.901238441467285,19.517139434814453,21.533069733038793,32.575471443771214
42,zero,20,P2_CO_rpm,True,test3.csv.gz,8,33,A308,P1_LCV01D;P1_LIT01;P2_ASD,mixed_control_sensor,False,255,True,0,1.3333840370178223,3.745074510574341,2.2255112623714974,6.2507914226606385
42,zero,20,P2_CO_rpm,True,test4.csv.gz,1,34,A401,P1_PCV01D;P1_B3004;P1_LIT01,mixed_control_sensor,False,254,True,26,1.0028952360153198,2.12778377532959,1.6739023272865103,3.5514200143555876
42,zero,20,P2_CO_rpm,True,test4.csv.gz,2,35,A402,P1_B3005;P1_FT03;P3_LCV01D,mixed_control_sensor,False,262,True,35,0.9008257985115051,2.087420701980591,1.5035412937040848,3.4840512204985457
42,zero,20,P2_CO_rpm,True,test4.csv.gz,3,36,A403,P1_B3004;P1_LIT01;P3_LCV01D,mixed_control_sensor,False,263,True,26,1.2322824001312256,2.9914355278015137,2.0567655557418125,4.992915223936724
42,zero,20,P2_CO_rpm,True,test4.csv.gz,4,37,A404,P2_CO_rpm;P2_SIT01;P1_LCV01D;P1_LIT01,mixed_control_sensor,True,258,True,7,1.2457962036132812,2.8402414321899414,2.07932103939231,4.7405616984361565
42,zero,20,P2_CO_rpm,True,test4.csv.gz,5,38,A405,P2_ASD;P3_LCV01D,control_only,False,120,True,9,0.7734590768814087,2.0063183307647705,1.290957322717693,3.348685687737612
42,zero,20,P2_CO_rpm,True,test5.csv.gz,1,39,A501,P1_PCV01D;P2_VTR02,control_only,False,172,True,47,8.624021530151367,19.172096252441406,14.394095406460611,31.99957022772459
42,zero,20,P2_CO_rpm,True,test5.csv.gz,2,40,A502,P1_FCV03D;P1_FT03;P2_CO_rpm,mixed_control_sensor,True,258,True,5,0.611034631729126,1.7877742052078247,1.0198595579812044,2.983920249387301
42,zero,20,P2_CO_rpm,True,test5.csv.gz,3,41,A503,P1_B3004;P1_LIT01;P2_CO_rpm,mixed_control_sensor,True,256,True,0,1.3291019201278687,3.27943754196167,2.218364109637693,5.473610738735763
42,zero,20,P2_CO_rpm,True,test5.csv.gz,4,42,A504,P1_FCV03D;P3_LCV01D,control_only,False,120,True,28,0.8601365685462952,2.334566116333008,1.435628121631523,3.8965542112460065
42,zero,20,P2_CO_rpm,True,test5.csv.gz,5,43,A505,P1_B3004;P2_ASD,control_only,False,203,True,1,1.0402895212173462,2.4865639209747314,1.7363160059829872,4.1502491833580635
42,zero,20,P2_CO_rpm,True,test5.csv.gz,6,44,A506,P2_CO_rpm;P2_SIT01;P3_LCV01D,mixed_control_sensor,True,153,True,6,0.3894617557525635,1.5870684385299683,0.6500389232413784,2.648928280259276
42,zero,20,P2_CO_rpm,True,test5.csv.gz,7,45,A507,P2_ASD;P2_VTR01,control_only,False,79,True,5,13.132575988769531,61.16209411621094,21.919188287511684,102.0838149452314
42,zero,20,P2_CO_rpm,True,test5.csv.gz,8,46,A508,P1_FCV03D;P1_LCV01D,control_only,False,51,True,13,0.7099758386611938,1.4644659757614136,1.1849993558390084,2.4442961906955296
42,zero,20,P2_CO_rpm,True,test5.csv.gz,9,47,A509,P1_B2016;P1_PCV01D,control_only,False,241,False,241,0.28260892629623413,0.786769449710846,0.4716940737686204,1.3131732663737516
42,zero,20,P2_CO_rpm,True,test5.csv.gz,10,48,A510,P1_B3004;P1_LCV01D;P1_LIT01,mixed_control_sensor,False,262,True,15,1.4892208576202393,3.367506980895996,2.48561382076009,5.620604795044885
42,zero,20,P2_CO_rpm,True,test5.csv.gz,11,49,A511,P2_RTR;P3_LCV01D,control_only,False,120,True,37,8.80026626586914,19.04304313659668,14.688260203236524,31.784171546787228
42,zero,20,P2_CO_rpm,True,test5.csv.gz,12,50,A512,P1_B3005;P1_FCV03D;P1_FT03,mixed_control_sensor,False,262,True,17,1.2261173725128174,2.4186930656433105,2.0464756932440693,4.036967976493844
42,zero,21,P3_LCP01D,False,test1.csv.gz,1,1,A101,P1_B2016,control_only,False,192,True,61,0.7997019290924072,1.8737053871154785,1.3152043718422477,3.081530038917654
42,zero,21,P3_LCP01D,False,test1.csv.gz,2,2,A102,P1_B3005,control_only,False,98,True,19,0.517390787601471,1.5672253370285034,0.8509103217703107,2.577487361148593
42,zero,21,P3_LCP01D,False,test1.csv.gz,3,3,A103,P1_LCV01D,control_only,False,190,True,20,1.464329481124878,2.463627815246582,2.4082629606491652,4.051727219017451
42,zero,21,P3_LCP01D,False,test1.csv.gz,4,4,A104,P2_CO_rpm,control_only,False,60,True,3,1.786392331123352,1.958798885345459,2.937933395240579,3.221476357434648
42,zero,21,P3_LCP01D,False,test1.csv.gz,5,5,A105,P2_ASD,control_only,False,89,True,7,2.5270438194274902,3.36905837059021,4.156022335621902,5.540814817116631
42,zero,21,P3_LCP01D,False,test2.csv.gz,1,6,A201,P2_VTR02,control_only,False,83,True,49,8.42638874053955,37.62144470214844,13.858192543036008,61.87291382858411
42,zero,21,P3_LCP01D,False,test2.csv.gz,2,7,A202,P1_B2016;P1_PIT01,mixed_control_sensor,False,422,True,71,1.2335182428359985,2.43017578125,2.0286665902710475,3.9967113940471997
42,zero,21,P3_LCP01D,False,test2.csv.gz,3,8,A203,P1_LCV01D,control_only,False,17,False,17,0.3691500127315521,0.5147854685783386,0.6071108408618798,0.8466255666076512
42,zero,21,P3_LCP01D,False,test2.csv.gz,4,9,A204,P1_B3005;P1_FT03,mixed_control_sensor,False,259,True,34,0.5380163788795471,1.4823887348175049,0.8848315452085782,2.4379635385078524
42,zero,21,P3_LCP01D,False,test2.csv.gz,5,10,A205,P1_B2016,control_only,False,123,False,123,0.23552580177783966,0.6714222431182861,0.3873500274426266,1.1042332616397368
42,zero,21,P3_LCP01D,False,test2.csv.gz,6,11,A206,P1_FCV03D;P1_FT03,mixed_control_sensor,False,256,False,256,0.27258992195129395,0.605714738368988,0.44830635519081274,0.9961695014244777
42,zero,21,P3_LCP01D,False,test2.csv.gz,7,12,A207,P2_VTR01,control_only,False,68,True,32,10.116739273071289,18.596006393432617,16.63817384538788,30.583331135897318
42,zero,21,P3_LCP01D,False,test2.csv.gz,8,13,A208,P1_B3004;P1_LIT01,mixed_control_sensor,False,261,True,37,1.0181626081466675,2.8866076469421387,1.674488787341749,4.747367561511625
42,zero,21,P3_LCP01D,False,test2.csv.gz,9,14,A209,P1_B3004,control_only,False,199,True,21,0.7675426006317139,1.4584863185882568,1.2623145539634573,2.3986531890155387
42,zero,21,P3_LCP01D,False,test2.csv.gz,10,15,A210,P1_PCV01D;P1_PIT01,mixed_control_sensor,False,421,True,156,0.2926838994026184,0.776124119758606,0.4813532768378252,1.2764278767680497
42,zero,21,P3_LCP01D,False,test2.csv.gz,11,16,A211,P2_ASD,control_only,False,45,True,5,0.8399383425712585,1.7888391017913818,1.3813779109941366,2.9419573988879635
42,zero,21,P3_LCP01D,False,test2.csv.gz,12,17,A212,P2_ASD;P2_SIT01,mixed_control_sensor,False,152,True,42,0.48756900429725647,1.1801115274429321,0.8018648732713326,1.940832932485061
42,zero,21,P3_LCP01D,False,test2.csv.gz,13,18,A213,P1_LCV01D;P1_LIT01,mixed_control_sensor,False,254,True,25,1.058369755744934,2.3472461700439453,1.7406141952928862,3.860323843579283
42,zero,21,P3_LCP01D,False,test2.csv.gz,14,19,A214,P1_PCV01D,control_only,False,152,False,152,0.23309770226478577,0.5531117916107178,0.38335673071710685,0.9096577361886735
42,zero,21,P3_LCP01D,False,test2.csv.gz,15,20,A215,P2_CO_rpm;P2_SIT01,mixed_control_sensor,False,151,True,9,0.399700790643692,1.5801864862442017,0.6573552071832534,2.5988035034416748
42,zero,21,P3_LCP01D,False,test2.csv.gz,16,21,A216,P1_FCV03D,control_only,False,65,False,65,0.3202464282512665,0.7707024812698364,0.5266831142710187,1.267511351268267
42,zero,21,P3_LCP01D,False,test2.csv.gz,17,22,A217,P2_RTR,control_only,False,184,True,151,3.6021006107330322,18.739633560180664,5.924080333816835,30.81954299277846
42,zero,21,P3_LCP01D,False,test2.csv.gz,18,23,A218,P1_FCV03D,control_only,False,99,True,13,1.2668626308441162,2.6360132694244385,2.0835053786861906,4.335235479694074
42,zero,21,P3_LCP01D,False,test2.csv.gz,19,24,A219,P3_LCP01D,control_only,True,119,False,119,0.3078611493110657,0.7052273750305176,0.506314058731632,1.1598297978793453
42,zero,21,P3_LCP01D,False,test2.csv.gz,20,25,A220,P3_LCV01D,control_only,False,119,False,119,0.3356001377105713,0.616377055644989,0.5519341047591759,1.013704942799842
42,zero,21,P3_LCP01D,False,test3.csv.gz,1,26,A301,P1_LCV01D;P1_B3005,control_only,False,132,True,18,0.5121126174926758,1.6021232604980469,0.8422297469837863,2.6348811223058903
42,zero,21,P3_LCP01D,False,test3.csv.gz,2,27,A302,P1_B2016;P1_PIT01;P1_B3005,mixed_control_sensor,False,421,True,16,1.1961008310317993,2.388091564178467,1.9671292326661265,3.927498923419731
42,zero,21,P3_LCP01D,False,test3.csv.gz,3,28,A303,P1_PCV01D;P1_LCV01D,control_only,False,189,True,4,1.3702806234359741,1.79208242893219,2.253588494702088,2.9472914338323917
42,zero,21,P3_LCP01D,False,test3.csv.gz,4,29,A304,P2_ASD;P2_VTR01,control_only,False,106,True,12,14.151742935180664,49.124671936035156,23.274214429694776,80.79133105120209
42,zero,21,P3_LCP01D,False,test3.csv.gz,5,30,A305,P2_CO_rpm;P2_VTR02,control_only,False,84,True,0,11.31256103515625,18.982463836669922,18.604844116176366,31.218906092498365
42,zero,21,P3_LCP01D,False,test3.csv.gz,6,31,A306,P1_B2016;P2_ASD,control_only,False,238,True,3,1.2399009466171265,3.579021453857422,2.039163701271693,5.886123931666242
42,zero,21,P3_LCP01D,False,test3.csv.gz,7,32,A307,P1_FCV03D;P2_VTR01,control_only,False,110,True,23,12.908492088317871,19.478330612182617,21.229541421407482,32.034417631586145
42,zero,21,P3_LCP01D,False,test3.csv.gz,8,33,A308,P1_LCV01D;P1_LIT01;P2_ASD,mixed_control_sensor,False,255,True,0,1.343044400215149,3.7518231868743896,2.2087953054532456,6.170316812110791
42,zero,21,P3_LCP01D,False,test4.csv.gz,1,34,A401,P1_PCV01D;P1_B3004;P1_LIT01,mixed_control_sensor,False,254,True,26,1.0066850185394287,2.126427173614502,1.6556125342273125,3.497160896330393
42,zero,21,P3_LCP01D,False,test4.csv.gz,2,35,A402,P1_B3005;P1_FT03;P3_LCV01D,mixed_control_sensor,False,262,True,36,0.9002968668937683,2.044022798538208,1.4806446404829667,3.3616371587769893
42,zero,21,P3_LCP01D,False,test4.csv.gz,3,36,A403,P1_B3004;P1_LIT01;P3_LCV01D,mixed_control_sensor,False,263,True,28,1.2235618829727173,2.934033155441284,2.012292179326855,4.825364417397302
42,zero,21,P3_LCP01D,False,test4.csv.gz,4,37,A404,P2_CO_rpm;P2_SIT01;P1_LCV01D;P1_LIT01,mixed_control_sensor,False,258,True,7,1.2675167322158813,2.965677261352539,2.084581125727029,4.8774068908783335
42,zero,21,P3_LCP01D,False,test4.csv.gz,5,38,A405,P2_ASD;P3_LCV01D,control_only,False,120,True,9,0.7844641804695129,2.1083240509033203,1.2901440926597174,3.467388170684021
42,zero,21,P3_LCP01D,False,test5.csv.gz,1,39,A501,P1_PCV01D;P2_VTR02,control_only,False,172,True,47,8.546823501586914,18.932411193847656,14.056261746684216,31.136588603609958
42,zero,21,P3_LCP01D,False,test5.csv.gz,2,40,A502,P1_FCV03D;P1_FT03;P2_CO_rpm,mixed_control_sensor,False,258,True,5,0.6413162350654602,1.9084577560424805,1.0547203719375298,3.1386844184207026
42,zero,21,P3_LCP01D,False,test5.csv.gz,3,41,A503,P1_B3004;P1_LIT01;P2_CO_rpm,mixed_control_sensor,False,256,True,0,1.3713793754577637,3.39457106590271,2.2553955223083215,5.58277346094604
42,zero,21,P3_LCP01D,False,test5.csv.gz,4,42,A504,P1_FCV03D;P3_LCV01D,control_only,False,120,True,28,0.8576725125312805,2.32558536529541,1.4105438502196244,3.824700089194663
42,zero,21,P3_LCP01D,False,test5.csv.gz,5,43,A505,P1_B3004;P2_ASD,control_only,False,203,True,1,1.06993567943573,2.6045732498168945,1.7596357242515477,4.283528650268795
42,zero,21,P3_LCP01D,False,test5.csv.gz,6,44,A506,P2_CO_rpm;P2_SIT01;P3_LCV01D,mixed_control_sensor,False,153,True,6,0.5049312114715576,1.7657337188720703,0.8304190757182209,2.9039578649077766
42,zero,21,P3_LCP01D,False,test5.csv.gz,7,45,A507,P2_ASD;P2_VTR01,control_only,False,79,True,5,13.052375793457031,61.20169448852539,21.466175186003564,100.65342251557966
42,zero,21,P3_LCP01D,False,test5.csv.gz,8,46,A508,P1_FCV03D;P1_LCV01D,control_only,False,51,True,13,0.7168120741844177,1.464205026626587,1.1788822053069208,2.408058280512363
42,zero,21,P3_LCP01D,False,test5.csv.gz,9,47,A509,P1_B2016;P1_PCV01D,control_only,False,241,False,241,0.2967234253883362,0.7844753861427307,0.48799675491798433,1.2901625217141806
42,zero,21,P3_LCP01D,False,test5.csv.gz,10,48,A510,P1_B3004;P1_LCV01D;P1_LIT01,mixed_control_sensor,False,262,True,15,1.495643138885498,3.397259473800659,2.459761973077308,5.587194865587005
42,zero,21,P3_LCP01D,False,test5.csv.gz,11,49,A511,P2_RTR;P3_LCV01D,control_only,False,120,True,37,8.859837532043457,19.08145523071289,14.571050327689173,31.381709143840045
42,zero,21,P3_LCP01D,False,test5.csv.gz,12,50,A512,P1_B3005;P1_FCV03D;P1_FT03,mixed_control_sensor,False,262,True,17,1.2338732481002808,2.4291927814483643,2.0292504384007386,3.9950947346524943
42,zero,22,P3_LCV01D,False,test1.csv.gz,1,1,A101,P1_B2016,control_only,False,192,True,57,0.8205416202545166,1.8596587181091309,1.326990518937737,3.007464126713369
42,zero,22,P3_LCV01D,False,test1.csv.gz,2,2,A102,P1_B3005,control_only,False,98,True,19,0.5304330587387085,1.5667651891708374,0.8578232017762605,2.5337929242230257
42,zero,22,P3_LCV01D,False,test1.csv.gz,3,3,A103,P1_LCV01D,control_only,False,190,True,20,1.4671155214309692,2.4557058811187744,2.3726381929553004,3.9713993063916346
42,zero,22,P3_LCV01D,False,test1.csv.gz,4,4,A104,P2_CO_rpm,control_only,False,60,True,3,1.7980087995529175,1.9851171970367432,2.9077630812112485,3.2103572011751513
42,zero,22,P3_LCV01D,False,test1.csv.gz,5,5,A105,P2_ASD,control_only,False,89,True,7,2.51983904838562,3.369196891784668,4.0751162938202,5.448708781458228
42,zero,22,P3_LCV01D,False,test2.csv.gz,1,6,A201,P2_VTR02,control_only,False,83,True,49,8.469362258911133,37.64087677001953,13.696762164895567,60.873312657591164
42,zero,22,P3_LCV01D,False,test2.csv.gz,2,7,A202,P1_B2016;P1_PIT01,mixed_control_sensor,False,422,True,72,1.2329399585723877,2.4310293197631836,1.9939264445081497,3.931492052267587
42,zero,22,P3_LCV01D,False,test2.csv.gz,3,8,A203,P1_LCV01D,control_only,False,17,False,17,0.3660701811313629,0.5138217806816101,0.5920134306855287,0.8309592280970574
42,zero,22,P3_LCV01D,False,test2.csv.gz,4,9,A204,P1_B3005;P1_FT03,mixed_control_sensor,False,259,True,34,0.5297011733055115,1.4785127639770508,0.8566395871894711,2.3910699609818784
42,zero,22,P3_LCV01D,False,test2.csv.gz,5,10,A205,P1_B2016,control_only,False,123,False,123,0.24212439358234406,0.695128858089447,0.39156670028225915,1.1241713782155152
42,zero,22,P3_LCV01D,False,test2.csv.gz,6,11,A206,P1_FCV03D;P1_FT03,mixed_control_sensor,False,256,False,256,0.28726106882095337,0.640548050403595,0.4645623151536019,1.0359025902256704
42,zero,22,P3_LCV01D,False,test2.csv.gz,7,12,A207,P2_VTR01,control_only,False,68,True,32,10.123849868774414,18.59465217590332,16.372420922226524,30.071511951721558
42,zero,22,P3_LCV01D,False,test2.csv.gz,8,13,A208,P1_B3004;P1_LIT01,mixed_control_sensor,False,261,True,38,1.0112810134887695,2.894475221633911,1.6354567321826916,4.680982757726558
42,zero,22,P3_LCV01D,False,test2.csv.gz,9,14,A209,P1_B3004,control_only,False,199,True,21,0.7726565599441528,1.4577752351760864,1.249550180188187,2.357532961241948
42,zero,22,P3_LCV01D,False,test2.csv.gz,10,15,A210,P1_PCV01D;P1_PIT01,mixed_control_sensor,False,421,True,154,0.2990058362483978,0.7949414253234863,0.48355610491226564,1.285589552651715
42,zero,22,P3_LCV01D,False,test2.csv.gz,11,16,A211,P2_ASD,control_only,False,45,True,5,0.8416675329208374,1.8097509145736694,1.3611556180870266,2.9267525814635102
42,zero,22,P3_LCV01D,False,test2.csv.gz,12,17,A212,P2_ASD;P2_SIT01,mixed_control_sensor,False,152,True,42,0.500045895576477,1.1715083122253418,0.8086806885650627,1.8945783916452368
42,zero,22,P3_LCV01D,False,test2.csv.gz,13,18,A213,P1_LCV01D;P1_LIT01,mixed_control_sensor,False,254,True,25,1.0615299940109253,2.359555244445801,1.716720033267291,3.8159032534122783
42,zero,22,P3_LCV01D,False,test2.csv.gz,14,19,A214,P1_PCV01D,control_only,False,152,False,152,0.24819718301296234,0.5798959136009216,0.40138769387845985,0.9378151702779812
42,zero,22,P3_LCV01D,False,test2.csv.gz,15,20,A215,P2_CO_rpm;P2_SIT01,mixed_control_sensor,False,151,True,9,0.410986065864563,1.5873363018035889,0.6646519802964175,2.567060793583747
42,zero,22,P3_LCV01D,False,test2.csv.gz,16,21,A216,P1_FCV03D,control_only,False,65,False,65,0.3161643147468567,0.818897545337677,0.5113050182212449,1.3243316997222134
