run_index,run_id,fault_id,split,n_samples,fault_onset
874,3683010320,9,validation,2000,600
875,3653302601,9,train,2000,600
876,3624047486,9,train,2000,600
877,3546207299,9,validation,2000,600
878,3533487732,9,validation,2000,600
879,2234422701,9,train,2000,600
880,2230124442,9,test,2000,600
881,2259304899,9,test,2000,600
882,2271751156,9,test,2000,600
883,2183609713,9,test,2000,600
884,2212845382,9,test,2000,600
885,2175002911,9,test,2000,600
886,2153874216,9,test,2000,600
887,2336080917,9,test,2000,600
888,2332012066,9,test,2000,600
889,1033040584,9,test,2000,600
890,1011915007,9,test,2000,600
891,1041639078,9,test,2000,600
892,1070877841,9,test,2000,600
893,983259668,9,test,2000,600
894,995700771,9,test,2000,600
895,958369402,9,test,2000,600
896,954065997,9,test,2000,600
897,864134000,9,test,2000,600
898,843303239,9,test,2000,600
899,2113574130,9,test,2000,600
900,564092560,10,train,2000,600
901,601481417,10,train,2000,600
902,572230398,10,train,2000,600
903,659856507,10,train,2000,600
904,647427660,10,train,2000,600
905,617629717,10,validation,2000,600
906,621945378,10,train,2000,600
907,776889631,10,train,2000,600
908,797708072,10,train,2000,600
909,2564903874,10,train,2000,600
910,2569222645,10,train,2000,600
911,2607122348,10,validation,2000,600
912,2594696603,10,train,2000,600
913,2682845982,10,train,2000,600
914,2653589801,10,train,2000,600
915,2624335728,10,train,2000,600
916,2645443911,10,train,2000,600
917,2532442746,10,train,2000,600
918,2536532045,10,validation,2000,600
919,2320825388,10,train,2000,600
920,2341901851,10,validation,2000,600
921,2312120386,10,train,2000,600
922,2282898037,10,train,2000,600
923,2371704048,10,train,2000,600
924,2359246535,10,train,2000,600
925,2396618910,10,train,2000,600
926,2400971433,10,validation,2000,600
927,2219290004,10,train,2000,600
928,2240137123,10,train,2000,600
929,854104905,10,train,2000,600
930,858452350,10,validation,2000,600
931,829181735,10,train,2000,600
932,816719120,10,validation,2000,600
933,903951253,10,validation,2000,600
934,874731938,10,train,2000,600
935,912648187,10,validation,2000,600
936,933727692,10,train,2000,600
937,1023134449,10,train,2000,600
938,1027186886,10,train,2000,600
939,2940183536,10,train,2000,600
940,2935867847,10,validation,2000,600
941,2897967006,10,validation,2000,600
942,2910395817,10,train,2000,600
943,2822114092,10,validation,2000,600
944,2851365147,10,train,2000,600
945,2880626498,10,validation,2000,600
946,2859513205,10,train,2000,600
947,2704077384,10,train,2000,600
948,2699991167,10,train,2000,600
949,394511509,10,train,2000,600
950,373403298,10,train,2000,600
951,336007419,10,train,2000,600
952,365263564,10,train,2000,600
953,277507145,10,train,2000,600
954,289932926,10,train,2000,600
955,319731751,10,train,2000,600
956,315413008,10,train,2000,600
957,428905773,10,train,2000,600
958,408092442,10,train,2000,600
959,87452539,10,train,2000,600
960,83099980,10,train,2000,600
961,112377621,10,validation,2000,600
962,124835106,10,train,2000,600
963,37733287,10,train,2000,600
964,66955664,10,train,2000,600
965,29038537,10,train,2000,600
966,7962110,10,validation,2000,600
967,186989251,10,train,2000,600
968,182931700,10,train,2000,600
969,3179940894,10,train,2000,600
970,3158861353,10,train,2000,600
971,3188643952,10,train,2000,600
972,3217863239,10,train,2000,600
973,3129189570,10,train,2000,600
974,3141652213,10,validation,2000,600
975,3104272556,10,train,2000,600
976,3099925147,10,train,2000,600
977,3013172646,10,train,2000,600
978,2992322449,10,train,2000,600
979,3857259592,10,train,2000,600
980,3828053631,10,test,2000,600
981,3865954342,10,test,2000,600
982,3887047185,10,test,2000,600
983,3806377108,10,test,2000,600
984,3810713251,10,test,2000,600
985,3781452026,10,test,2000,600
986,3768978125,10,test,2000,600
987,3959049712,10,test,2000,600
988,3929548743,10,test,2000,600
989,1565883181,10,test,2000,600
990,1553404186,10,test,2000,600
991,1590800195,10,test,2000,600
992,1595131252,10,test,2000,600
993,1516033009,10,test,2000,600
994,1537128902,10,test,2000,600
995,1507329951,10,test,2000,600
996,1478127016,10,test,2000,600
997,1397107349,10,test,2000,600
998,1384399010,10,test,2000,600
999,490544407,10,test,2000,600
1000,1452830214,11,train,2000,600
1001,1423888479,11,train,2000,600
1002,1427946088,11,train,2000,600
1003,1347661037,11,train,2000,600
1004,1368508122,11,train,2000,600
1005,1406630019,11,train,2000,600
1006,1377112756,11,train,2000,600
1007,1497978249,11,validation,2000,600
1008,1485520830,11,validation,2000,600
1009,4024853332,11,train,2000,600
1010,3995339107,11,train,2000,600
1011,3965892410,11,train,2000,600
1012,3986742541,11,train,2000,600
1013,3908029320,11,train,2000,600
1014,3912081855,11,train,2000,600
1015,3949666278,11,train,2000,600
1016,3936974289,11,validation,2000,600
1017,3790942956,11,train,2000,600
1018,3761723611,11,validation,2000,600
1019,4250127546,11,validation,2000,600
1020,4237403789,11,train,2000,600
1021,4275509460,11,train,2000,600
1022,4279595747,11,train,2000,600
1023,4200227942,11,train,2000,600
1024,4221046353,11,validation,2000,600
1025,4192120840,11,train,2000,600
1026,4162640447,11,train,2000,600
1027,4081097986,11,train,2000,600
1028,4068669237,11,train,2000,600
1029,1173335007,11,train,2000,600
1030,1143849448,11,train,2000,600
1031,1181450161,11,train,2000,600
1032,1202263430,11,train,2000,600
1033,1122370307,11,train,2000,600
1034,1126459700,11,train,2000,600
1035,1096996717,11,train,2000,600
1036,1084276058,11,train,2000,600
1037,1274870375,11,train,2000,600
1038,1245614160,11,train,2000,600
1039,3627586406,11,train,2000,600
1040,3657103697,11,train,2000,600
1041,3686549256,11,train,2000,600
1042,3665702207,11,train,2000,600
1043,3744545722,11,validation,2000,600
1044,3740488077,11,validation,2000,600
1045,3702910932,11,train,2000,600
1046,3715597795,11,validation,2000,600
1047,3593192158,11,validation,2000,600
1048,3622414569,11,train,2000,600
1049,1619325955,11,train,2000,600
1050,1632017972,11,train,2000,600
1051,1660952685,11,validation,2000,600
1052,1656900186,11,validation,2000,600
1053,1737317599,11,train,2000,600
1054,1716467432,11,train,2000,600
1055,1678346417,11,train,2000,600
1056,1707860614,11,validation,2000,600
1057,1855432123,11,train,2000,600
1058,1867894668,11,train,2000,600
1059,1915837421,11,train,2000,600
1060,1945317850,11,train,2000,600
1061,1907724163,11,train,2000,600
1062,1886905780,11,train,2000,600
1063,1966666545,11,train,2000,600
1064,1962580230,11,train,2000,600
1065,1992042335,11,train,2000,600
1066,2004766056,11,train,2000,600
1067,2082605653,11,train,2000,600
1068,2111856738,11,validation,2000,600
1069,3398253704,11,train,2000,600
1070,3410974399,11,train,2000,600
1071,3372869862,11,validation,2000,600
1072,3368780497,11,train,2000,600
1073,3448018004,11,train,2000,600
1074,3427204707,11,train,2000,600
1075,3456122938,11,train,2000,600
1076,3485608461,11,train,2000,600
1077,3298716976,11,validation,2000,600
1078,3311142663,11,train,2000,600
1079,2465082590,11,train,2000,600
1080,2469152489,11,test,2000,600
1081,2439706800,11,test,2000,600
1082,2426966663,11,test,2000,600
1083,2514977794,11,test,2000,600
1084,2485513781,11,test,2000,600
1085,2523091052,11,test,2000,600
1086,2543925851,11,test,2000,600
1087,2633858406,11,test,2000,600
1088,2638157649,11,test,2000,600
1089,710036411,11,test,2000,600
1090,730866060,11,test,2000,600
1091,701931477,11,test,2000,600
1092,672462306,11,test,2000,600
1093,760996711,11,test,2000,600
1094,748259664,11,test,2000,600
1095,786380553,11,test,2000,600
1096,790453566,11,test,2000,600
1097,608246275,11,test,2000,600
1098,629370932,11,test,2000,600
1099,1782197633,11,test,2000,600
1100,3482402748,12,train,2000,600
1101,3453452773,12,train,2000,600
1102,3423988690,12,train,2000,600
1103,3378183511,12,validation,2000,600
1104,3365443424,12,train,2000,600
1105,3403557177,12,train,2000,600
1106,3407627022,12,train,2000,600
1107,3225420851,12,train,2000,600
1108,3246550532,12,train,2000,600
1109,1995387630,12,train,2000,600
1110,1999460569,12,train,2000,600
1111,1970005632,12,train,2000,600
1112,1957268663,12,validation,2000,600
1113,1910938162,12,validation,2000,600
1114,1881468933,12,train,2000,600
1115,1919045212,12,train,2000,600
1116,1939874923,12,train,2000,600
1117,2029806422,12,validation,2000,600
1118,2034108769,12,validation,2000,600
1119,1683660032,12,train,2000,600
1120,1704523575,12,train,2000,600
1121,1742621038,12,train,2000,600
1122,1713120089,12,validation,2000,600
1123,1666397660,12,train,2000,600
1124,1653694443,12,train,2000,600
1125,1624760754,12,train,2000,600
1126,1628801925,12,train,2000,600
1127,1783221432,12,train,2000,600
1128,1804314255,12,train,2000,600
1129,3706124901,12,train,2000,600
1130,3710160978,12,train,2000,600
1131,3747753483,12,train,2000,600
1132,3735045180,12,train,2000,600
1133,3689894585,12,validation,2000,600
1134,3660396686,12,validation,2000,600
1135,3630925527,12,train,2000,600
1136,3651792096,12,train,2000,600
1137,3539315677,12,train,2000,600
1138,3543646698,12,train,2000,600
1139,1093780188,12,validation,2000,600
1140,1089710315,12,train,2000,600
1141,1119164082,12,validation,2000,600
1142,1131904133,12,train,2000,600
1143,1178102272,12,train,2000,600
1144,1207566391,12,train,2000,600
1145,1169997422,12,train,2000,600
1146,1149162585,12,train,2000,600
1147,1327666020,12,train,2000,600
1148,1323366739,12,train,2000,600
1149,4186809785,12,train,2000,600
1150,4165980046,12,train,2000,600
1151,4194922967,12,train,2000,600
1152,4224392160,12,train,2000,600
1153,4270067045,12,train,2000,600
1154,4282804050,12,train,2000,600
1155,4244691211,12,train,2000,600
1156,4240618300,12,train,2000,600
1157,4154389505,12,train,2000,600
1158,4133264950,12,train,2000,600
1159,3946318423,12,train,2000,600
1160,3942277216,12,train,2000,600
1161,3904691769,12,validation,2000,600
1162,3917394958,12,train,2000,600
1163,3962675851,12,train,2000,600
1164,3992176828,12,train,2000,600
1165,4021647077,12,train,2000,600
1166,4000783570,12,validation,2000,600
1167,3844824047,12,train,2000,600
1168,3840487896,12,train,2000,600
1169,1401187634,12,validation,2000,600
1170,1380321029,12,train,2000,600
1171,1342224732,12,train,2000,600
1172,1371722603,12,train,2000,600
1173,1418577390,12,train,2000,600
1174,1431285721,12,train,2000,600
1175,1460212096,12,validation,2000,600
1176,1456176055,12,train,2000,600
1177,1570192522,12,train,2000,600
1178,1549096637,12,validation,2000,600
1179,199720292,12,validation,2000,600
1180,170202963,12,test,2000,600
1181,140749066,12,test,2000,600
1182,161596221,12,test,2000,600
1183,216978872,12,test,2000,600
1184,221036431,12,test,2000,600
1185,258605526,12,test,2000,600
1186,245918689,12,test,2000,600
1187,99888348,12,test,2000,600
1188,70665963,12,test,2000,600
1189,3009092097,12,test,2000,600
1190,2996400182,12,test,2000,600
1191,2967457391,12,test,2000,600
1192,2971509848,12,test,2000,600
1193,3025318621,12,test,2000,600
1194,3046168810,12,test,2000,600
1195,3084281523,12,test,2000,600
1196,3054767236,12,test,2000,600
1197,3175631801,12,test,2000,600
1198,3163169166,12,test,2000,600
1199,4080237627,12,test,2000,600
1200,3096842026,13,validation,2000,600
1201,3134239091,13,train,2000,600
1202,3138575172,13,validation,2000,600
1203,3193818561,13,train,2000,600
1204,3214911478,13,train,2000,600
1205,3185121711,13,validation,2000,600
1206,3155915672,13,validation,2000,600
1207,3074897061,13,train,2000,600
1208,3062193810,13,train,2000,600
1209,31982200,13,validation,2000,600
1210,2779215,13,train,2000,600
1211,40687126,13,train,2000,600
1212,61783073,13,train,2000,600
1213,115452580,13,train,2000,600
1214,119783571,13,train,2000,600
1215,90537674,13,train,2000,600
1216,78058749,13,train,2000,600
1217,268129216,13,train,2000,600
1218,238631415,13,validation,2000,600
1219,324906390,13,train,2000,600
1220,312461217,13,train,2000,600
1221,282687992,13,train,2000,600
1222,286987215,13,train,2000,600
1223,341050698,13,train,2000,600
1224,362180477,13,validation,2000,600
1225,399560996,13,train,2000,600
1226,370326291,13,validation,2000,600
1227,491715630,13,train,2000,600
1228,478975513,13,train,2000,600
1229,2883701491,13,train,2000,600
1230,2854461636,13,train,2000,600
1231,2825199261,13,train,2000,600
1232,2846323882,13,train,2000,600
1233,2900910639,13,train,2000,600
1234,2905212952,13,train,2000,600
1235,2943137345,13,train,2000,600
1236,2930695286,13,train,2000,600
1237,2784140107,13,train,2000,600
1238,2754670972,13,train,2000,600
1239,909570634,13,train,2000,600
1240,938776701,13,train,2000,600
1241,900867620,13,train,2000,600
1242,879774739,13,train,2000,600
1243,826235542,13,train,2000,600
1244,821899425,13,train,2000,600
1245,851152632,13,train,2000,600
1246,863626447,13,train,2000,600
1247,941990898,13,train,2000,600
1248,971491781,13,train,2000,600
1249,2391446831,13,train,2000,600
1250,2403925784,13,validation,2000,600
1251,2366521665,13,train,2000,600
1252,2362190710,13,validation,2000,600
1253,2307079667,13,train,2000,600
1254,2285983684,13,train,2000,600
1255,2315774365,13,train,2000,600
1256,2344977322,13,train,2000,600
1257,2157560983,13,train,2000,600
1258,2170269344,13,train,2000,600
1259,2621389505,13,validation,2000,600
1260,2650624246,13,train,2000,600
1261,2679893679,13,train,2000,600
1262,2658763928,13,train,2000,600
1263,2604044829,13,train,2000,600
1264,2599745578,13,train,2000,600
1265,2561820275,13,train,2000,600
1266,2574265412,13,validation,2000,600
1267,2452384633,13,train,2000,600
1268,2481848654,13,train,2000,600
1269,612588964,13,validation,2000,600
1270,625031059,13,validation,2000,600
1271,654805450,13,validation,2000,600
1272,650503165,13,train,2000,600
1273,596309368,13,train,2000,600
1274,575184719,13,train,2000,600
1275,537796886,13,validation,2000,600
1276,567036705,13,train,2000,600
1277,714083356,13,train,2000,600
1278,726820395,13,train,2000,600
1279,2095074802,13,train,2000,600
1280,2099390405,13,test,2000,600
1281,2137299356,13,test,2000,600
1282,2124870571,13,test,2000,600
1283,2078926126,13,test,2000,600
1284,2049675033,13,test,2000,600
1285,2020421952,13,test,2000,600
1286,2041535351,13,test,2000,600
1287,1928535114,13,test,2000,600
1288,1932621437,13,test,2000,600
1289,3294374551,13,test,2000,600
1290,3315482784,13,test,2000,600
1291,3352887033,13,test,2000,600
1292,3323630798,13,test,2000,600
1293,3277161035,13,test,2000,600
1294,3264735356,13,test,2000,600
1295,3234944549,13,test,2000,600
1296,3239263250,13,test,2000,600
1297,3394206511,13,test,2000,600
1298,3415019800,13,test,2000,600
1299,2218020013,13,test,2000,600
1300,653433481,14,validation,2000,600
1301,615785680,14,validation,2000,600
1302,628510439,14,train,2000,600
1303,540629090,14,train,2000,600
1304,570110549,14,train,2000,600
1305,599624716,14,train,2000,600
1306,578807355,14,train,2000,600
1307,690200838,14,train,2000,600
1308,685886257,14,train,2000,600
1309,2676791259,14,validation,2000,600
1310,2655976940,14,train,2000,600
1311,2617787317,14,train,2000,600
1312,2647271810,14,validation,2000,600
1313,2558869255,14,train,2000,600
1314,2571588912,14,train,2000,600
1315,2600594281,14,train,2000,600
1316,2596503902,14,validation,2000,600
1317,2443167331,14,train,2000,600
1318,2422058068,14,train,2000,600
1319,2369337397,14,train,2000,600
1320,2365280770,14,validation,2000,600
1321,2394811483,14,train,2000,600
1322,2407499372,14,train,2000,600
1323,2318438633,14,validation,2000,600
1324,2347956958,14,train,2000,600
1325,2310292615,14,train,2000,600
1326,2289446576,14,train,2000,600
1327,2200594829,14,train,2000,600
1328,2196243386,14,train,2000,600
1329,897933136,14,validation,2000,600
1330,877081959,14,train,2000,600
1331,906070846,14,train,2000,600
1332,935584009,14,validation,2000,600
1333,848099212,14,validation,2000,600
1334,860790203,14,train,2000,600
1335,822617058,14,train,2000,600
1336,818563541,14,train,2000,600
1337,999689960,14,train,2000,600
1338,978609375,14,train,2000,600
1339,2823972841,14,train,2000,600
1340,2844790238,14,train,2000,600
1341,2882974599,14,train,2000,600
1342,2853493168,14,train,2000,600
1343,2942029621,14,train,2000,600
1344,2929304834,14,train,2000,600
1345,2900302683,14,train,2000,600
1346,2904387948,14,train,2000,600
1347,2789291601,14,train,2000,600
1348,2810403942,14,train,2000,600
1349,284033164,14,train,2000,600
1350,288123579,14,train,2000,600
1351,325768418,14,train,2000,600
1352,313048789,14,validation,2000,600
1353,401057872,14,train,2000,600
1354,371573351,14,train,2000,600
1355,342064190,14,train,2000,600
1356,362878473,14,train,2000,600
1357,519917876,14,train,2000,600
1358,524237571,14,train,2000,600
1359,39563106,14,train,2000,600
1360,60409173,14,train,2000,600
1361,31423244,14,train,2000,600
1362,1904955,14,train,2000,600
1363,89262014,14,validation,2000,600
1364,76574089,14,train,2000,600
1365,114742224,14,validation,2000,600
1366,118798823,14,train,2000,600
1367,206110426,14,train,2000,600
1368,227185901,14,train,2000,600
1369,3135752199,14,train,2000,600
1370,3139805744,14,train,2000,600
1371,3110280297,14,train,2000,600
1372,3097589342,14,train,2000,600
1373,3186516187,14,train,2000,600
1374,3157002988,14,validation,2000,600
1375,3194664117,14,validation,2000,600
1376,3215515266,14,train,2000,600
1377,3035929023,14,train,2000,600
1378,3040277384,14,validation,2000,600
1379,3800356945,14,train,2000,600
1380,3813061222,14,test,2000,600
1381,3774876735,14,test,2000,600
1382,3770836488,14,test,2000,600
1383,3851251853,14,test,2000,600
1384,3830389434,14,test,2000,600
1385,3859391715,14,test,2000,600
1386,3888893652,14,test,2000,600
1387,3969354217,14,test,2000,600
1388,3981829086,14,test,2000,600
1389,1513668404,14,test,2000,600
1390,1543165187,14,test,2000,600
1391,1505520474,14,test,2000,600
1392,1484652909,14,test,2000,600
1393,1563498472,14,test,2000,600
1394,1559461343,14,test,2000,600
1395,1588970374,14,test,2000,600
1396,1601677745,14,test,2000,600
1397,1412165260,14,test,2000,600
1398,1441367227,14,test,2000,600
1399,441506062,14,test,2000,600
1400,1375054367,15,train,2000,600
1401,1404245062,15,train,2000,600
1402,1383169649,15,train,2000,600
1403,1463707892,15,train,2000,600
1404,1459356355,15,train,2000,600
1405,1421524122,15,validation,2000,600
1406,1433982637,15,train,2000,600
1407,1579454864,15,train,2000,600
1408,1608973223,15,validation,2000,600
1409,3901466445,15,validation,2000,600
1410,3913928058,15,train,2000,600
1411,3943658275,15,train,2000,600
1412,3939309844,15,train,2000,600
1413,4018278289,15,train,2000,600
1414,3997197734,15,train,2000,600
1415,3959872511,15,train,2000,600
1416,3989090760,15,train,2000,600
1417,3868784373,15,train,2000,600
1418,3881475266,15,train,2000,600
1419,4198369443,15,train,2000,600
1420,4227621524,15,train,2000,600
1421,4189773005,15,validation,2000,600
1422,4168660730,15,validation,2000,600
1423,4248281215,15,train,2000,600
1424,4243966536,15,validation,2000,600
1425,4273173521,15,train,2000,600
1426,4285603366,15,train,2000,600
1427,4096612635,15,validation,2000,600
1428,4126094124,15,validation,2000,600
1429,1115844550,15,train,2000,600
1430,1128269297,15,train,2000,600
1431,1090960296,15,train,2000,600
1432,1086640543,15,train,2000,600
1433,1166788378,15,train,2000,600
1434,1145679149,15,train,2000,600
1435,1175393140,15,train,2000,600
1436,1204648259,15,validation,2000,600
1437,1284587134,15,train,2000,600
1438,1297306697,15,validation,2000,600
1439,3746912127,15,train,2000,600
1440,3734453576,15,train,2000,600
1441,3704718097,15,validation,2000,600
1442,3709069606,15,train,2000,600
1443,3629973411,15,train,2000,600
1444,3651048852,15,train,2000,600
1445,3688377293,15,train,2000,600
1446,3659153914,15,train,2000,600
1447,3511027399,15,train,2000,600
1448,3498339568,15,train,2000,600
1449,1743335450,15,train,2000,600
1450,1714117165,15,validation,2000,600
1451,1684923508,15,train,2000,600
1452,1706004035,15,train,2000,600
1453,1625331910,15,train,2000,600
1454,1629680369,15,train,2000,600
1455,1667517608,15,train,2000,600
1456,1655056031,15,train,2000,600
1457,1778016674,15,train,2000,600
1458,1748503445,15,train,2000,600
1459,1969004532,15,train,2000,600
1460,1956574659,15,train,2000,600
1461,1993886618,15,train,2000,600
1462,1998201261,15,train,2000,600
1463,1918187304,15,validation,2000,600
1464,1939299615,15,train,2000,600
1465,1909580614,15,train,2000,600
1466,1880328561,15,train,2000,600
1467,2068827724,15,train,2000,600
1468,2056103035,15,train,2000,600
1469,3454072977,15,validation,2000,600
1470,3424817830,15,train,2000,600
1471,3462671615,15,train,2000,600
1472,3483780808,15,train,2000,600
1473,3404288077,15,train,2000,600
1474,3408607866,15,validation,2000,600
1475,3379397667,15,train,2000,600
1476,3366972948,15,train,2000,600
1477,3287525673,15,validation,2000,600
1478,3258041118,15,train,2000,600
1479,2508449991,15,train,2000,600
1480,2487321328,15,test,2000,600
1481,2517056681,15,test,2000,600
1482,2546292382,15,test,2000,600
1483,2458533915,15,test,2000,600
1484,2470980140,15,test,2000,600
1485,2433651829,15,test,2000,600
1486,2429353538,15,test,2000,600
1487,2609953151,15,test,2000,600
1488,2589119304,15,test,2000,600
1489,759140258,15,test,2000,600
1490,754836885,15,test,2000,600
1491,784030668,15,test,2000,600
1492,796471803,15,test,2000,600
1493,708192126,15,test,2000,600
1494,737430857,15,test,2000,600
1495,699593488,15,test,2000,600
1496,678467879,15,test,2000,600
1497,590143002,15,test,2000,600
1498,586069037,15,test,2000,600
1499,1834477976,15,test,2000,600
1500,3372022693,16,train,2000,600
1501,3401205244,16,validation,2000,600
1502,3413651403,16,train,2000,600
1503,3459725646,16,train,2000,600
1504,3488961401,16,train,2000,600
1505,3451120928,16,train,2000,600
1506,3429992215,16,train,2000,600
1507,3341664298,16,train,2000,600
1508,3337595421,16,validation,2000,600
1509,1904408311,16,train,2000,600
1510,1883282624,16,validation,2000,600
1511,1913004697,16,train,2000,600
1512,1942243502,16,validation,2000,600
1513,1988845099,16,train,2000,600
1514,2001286172,16,train,2000,600
1515,1963952709,16,train,2000,600
1516,1959649394,16,train,2000,600
1517,2140251983,16,train,2000,600
1518,2119421304,16,train,2000,600
1519,1664571673,16,train,2000,600
1520,1660236590,16,train,2000,600
1521,1622379895,16,train,2000,600
1522,1634854720,16,train,2000,600
1523,1681846725,16,validation,2000,600
1524,1711053810,16,train,2000,600
1525,1740252587,16,train,2000,600
1526,1719160732,16,train,2000,600
1527,1831078049,16,train,2000,600
1528,1827037846,16,train,2000,600
1529,3683335804,16,train,2000,600
1530,3662238795,16,train,2000,600
1531,3624921618,16,validation,2000,600
1532,3654123557,16,train,2000,600
1533,3699545760,16,train,2000,600
1534,3712023703,16,validation,2000,600
1535,3741729486,16,train,2000,600
1536,3737397497,16,train,2000,600
1537,3583537092,16,train,2000,600
1538,3562669555,16,train,2000,600
1539,1180436165,16,validation,2000,600
1540,1201564914,16,train,2000,600
1541,1171837611,16,train,2000,600
1542,1142601884,16,train,2000,600
1543,1096134169,16,train,2000,600
1544,1083687982,16,train,2000,600
1545,1121024631,16,train,2000,600
1546,1125322816,16,validation,2000,600
1547,1213159293,16,train,2000,600
1548,1233993034,16,train,2000,600
1549,4276117920,16,train,2000,600
1550,4280421271,16,train,2000,600
1551,4251235790,16,validation,2000,600
1552,4238794745,16,train,2000,600
1553,4192848252,16,train,2000,600
1554,4163609419,16,train,2000,600
1555,4201454866,16,train,2000,600
1556,4222580517,16,train,2000,600
1557,4042469400,16,validation,2000,600
1558,4046543407,16,validation,2000,600
1559,3965046350,16,train,2000,600
1560,3986138233,16,train,2000,600
1561,4023458336,16,train,2000,600
1562,3994251287,16,validation,2000,600
1563,3948701330,16,train,2000,600
1564,3936226469,16,validation,2000,600
1565,3906515708,16,train,2000,600
1566,3910850763,16,train,2000,600
1567,3796279286,16,train,2000,600
1568,3817141697,16,train,2000,600
1569,1424599339,16,train,2000,600
1570,1428931356,16,train,2000,600
1571,1466793285,16,train,2000,600
1572,1454315378,16,train,2000,600
1573,1407189495,16,train,2000,600
1574,1377987520,16,train,2000,600
1575,1348785561,16,validation,2000,600
1576,1369882542,16,train,2000,600
1577,1526397075,16,validation,2000,600
1578,1530434212,16,train,2000,600
1579,210418045,16,train,2000,600
1580,222876490,16,test,2000,600
1581,252603667,16,test,2000,600
1582,248252196,16,test,2000,600
1583,193139105,16,test,2000,600
1584,172063638,16,test,2000,600
1585,134727119,16,test,2000,600
1586,163950584,16,test,2000,600
1587,43641029,16,test,2000,600
1588,56328946,16,test,2000,600
1589,3023494680,16,test,2000,600
1590,3052713007,16,test,2000,600
1591,3081898614,16,test,2000,600
1592,3060817985,16,test,2000,600
1593,3007280836,16,test,2000,600
1594,3002932467,16,test,2000,600
1595,2965086890,16,test,2000,600
1596,2977548445,16,test,2000,600
1597,3123023776,16,test,2000,600
1598,3152536983,16,test,2000,600
1599,4099848226,16,test,2000,600
1600,3220949811,17,train,2000,600
1601,3183310186,17,train,2000,600
1602,3162447709,17,train,2000,600
1603,3106933208,17,train,2000,600
1604,3102893039,17,train,2000,600
1605,3132415414,17,train,2000,600
1606,3145119617,17,train,2000,600
1607,2955604156,17,validation,2000,600
1608,2984811147,17,train,2000,600
1609,109430369,17,train,2000,600
1610,122137686,17,train,2000,600
1611,83956239,17,train,2000,600
1612,79919160,17,train,2000,600
1613,25980605,17,train,2000,600
1614,5112970,17,train,2000,600
1615,34126547,17,train,2000,600
1616,63623396,17,train,2000,600
1617,144087001,17,train,2000,600
1618,156564974,17,validation,2000,600
1619,338717071,17,train,2000,600
1620,368182200,17,validation,2000,600
1621,397721057,17,train,2000,600
1622,376887254,17,train,2000,600
1623,322552147,17,train,2000,600
1624,318483300,17,validation,2000,600
1625,280827197,17,train,2000,600
1626,293568266,17,train,2000,600
1627,438515767,17,train,2000,600
1628,467751424,17,validation,2000,600
1629,2894860010,17,train,2000,600
1630,2907595997,17,train,2000,600
1631,2936593028,17,train,2000,600
1632,2932519091,17,train,2000,600
1633,2877662774,17,validation,2000,600
1634,2856832001,17,train,2000,600
1635,2818667096,17,train,2000,600
1636,2848135279,17,train,2000,600
1637,2728353618,17,train,2000,600
1638,2740794725,17,train,2000,600
1639,828061267,17,validation,2000,600
1640,815357028,17,train,2000,600
1641,853533245,17,train,2000,600
1642,857573386,17,train,2000,600
1643,911384207,17,train,2000,600
1644,932246712,17,train,2000,600
1645,903236321,17,validation,2000,600
1646,873734358,17,train,2000,600
1647,1061709803,17,train,2000,600
1648,1049234908,17,train,2000,600
1649,2313638198,17,train,2000,600
1650,2284141313,17,train,2000,600
1651,2321778008,17,train,2000,600
1652,2342645615,17,train,2000,600
1653,2398026218,17,train,2000,600
1654,2402063325,17,train,2000,600
1655,2372545924,17,train,2000,600
1656,2359838643,17,train,2000,600
1657,2280915086,17,train,2000,600
1658,2251713209,17,train,2000,600
1659,2605907672,17,validation,2000,600
1660,2593166575,17,train,2000,600
1661,2564172470,17,train,2000,600
1662,2568241281,17,validation,2000,600
1663,2623231492,17,train,2000,600
1664,2644065331,17,train,2000,600
1665,2682225258,17,train,2000,600
1666,2652760157,17,train,2000,600
1667,2504109920,17,train,2000,600
1668,2491663703,17,validation,2000,600
1669,602839485,17,train,2000,600
1670,573371274,17,validation,2000,600
1671,543837651,17,validation,2000,600
1672,564668388,17,train,2000,600
1673,619131233,17,train,2000,600
1674,623205206,17,train,2000,600
1675,660858127,17,train,2000,600
1676,648122168,17,validation,2000,600
1677,771606533,17,validation,2000,600
1678,742367794,17,validation,2000,600
1679,2072873451,17,train,2000,600
1680,2052056028,17,test,2000,600
1681,2013879685,17,test,2000,600
1682,2043361202,17,test,2000,600
1683,2089034039,17,test,2000,600
1684,2101758720,17,test,2000,600
1685,2130769241,17,test,2000,600
1686,2126684014,17,test,2000,600
1687,1973344339,17,test,2000,600
1688,1952232036,17,test,2000,600
1689,3274829454,17,test,2000,600
1690,3270739129,17,test,2000,600
1691,3233102560,17,test,2000,600
1692,3245822167,17,test,2000,600
1693,3292022354,17,test,2000,600
1694,3321506917,17,test,2000,600
1695,3351024188,17,test,2000,600
1696,3330209803,17,test,2000,600
1697,3441606454,17,test,2000,600
1698,3437286657,17,test,2000,600
1699,2203682996,17,test,2000,600
1700,793040546,18,train,2000,600
1701,755132667,18,validation,2000,600
1702,750781132,18,train,2000,600
1703,697242697,18,train,2000,600
1704,676167294,18,validation,2000,600
1705,705413159,18,train,2000,600
1706,734636560,18,train,2000,600
