file,split,point,minimum,maximum,constant_in_file
train1.csv.gz,train,P2_VYT02,2.4162,4.9161,False
train1.csv.gz,train,P2_VYT03,4.5149,6.9836,False
train1.csv.gz,train,P3_FIT01,-27.0,5415.0,False
train1.csv.gz,train,P3_LCP01D,-8.0,13816.0,False
train1.csv.gz,train,P3_LCV01D,-288.0,18416.0,False
train1.csv.gz,train,P3_LH,70.0,70.0,True
train1.csv.gz,train,P3_LIT01,5123.0,19539.0,False
train1.csv.gz,train,P3_LL,20.0,20.0,True
train1.csv.gz,train,P3_PIT01,-24.0,3871.0,False
train1.csv.gz,train,P4_HT_FD,-0.02496,0.02698,False
train1.csv.gz,train,P4_HT_LD,-0.00723,83.00058,False
train1.csv.gz,train,P4_HT_PO,0.05423,85.17798,False
train1.csv.gz,train,P4_HT_PS,0.0,10.0,False
train1.csv.gz,train,P4_LD,231.13788,499.58411,False
train1.csv.gz,train,P4_ST_FD,-0.00933,0.03639,False
train1.csv.gz,train,P4_ST_GOV,12625.0,26398.0,False
train1.csv.gz,train,P4_ST_LD,229.87201,494.84595,False
train1.csv.gz,train,P4_ST_PO,233.56122,488.96844,False
train1.csv.gz,train,P4_ST_PS,0.0,50.0,False
train1.csv.gz,train,P4_ST_PT01,9939.0,10330.0,False
train1.csv.gz,train,P4_ST_TT01,27530.0,27629.0,False
train2.csv.gz,train,P1_B2004,0.03025,0.10105,False
train2.csv.gz,train,P1_B2016,0.97422,2.0523,False
train2.csv.gz,train,P1_B3004,374.36621,438.35864,False
train2.csv.gz,train,P1_B3005,909.78162,1120.15698,False
train2.csv.gz,train,P1_B4002,31.41343,33.48581,False
train2.csv.gz,train,P1_B4005,0.0,100.0,False
train2.csv.gz,train,P1_B400B,25.02598,2855.82983,False
train2.csv.gz,train,P1_B4022,34.20232,38.65093,False
train2.csv.gz,train,P1_FCV01D,0.0,100.0,False
train2.csv.gz,train,P1_FCV01Z,0.27619,100.0,False
train2.csv.gz,train,P1_FCV02D,0.0,100.0,False
train2.csv.gz,train,P1_FCV02Z,-1.89057,97.3526,False
train2.csv.gz,train,P1_FCV03D,46.36409,64.94043,False
train2.csv.gz,train,P1_FCV03Z,46.78497,66.13312,False
train2.csv.gz,train,P1_FT01,2.51766,346.41266,False
train2.csv.gz,train,P1_FT01Z,13.1086,1170.20203,False
train2.csv.gz,train,P1_FT02,4.80653,2004.08923,False
train2.csv.gz,train,P1_FT02Z,25.02598,2855.82983,False
train2.csv.gz,train,P1_FT03,196.30428,321.04489,False
train2.csv.gz,train,P1_FT03Z,886.57373,1127.78711,False
train2.csv.gz,train,P1_LCV01D,3.90011,24.58632,False
train2.csv.gz,train,P1_LCV01Z,3.85437,23.72894,False
train2.csv.gz,train,P1_LIT01,364.83185,459.14258,False
train2.csv.gz,train,P1_PCV01D,24.89728,100.0,False
train2.csv.gz,train,P1_PCV01Z,25.62103,100.0,False
train2.csv.gz,train,P1_PCV02D,12.0,12.0,True
train2.csv.gz,train,P1_PCV02Z,11.76605,11.81183,False
train2.csv.gz,train,P1_PIT01,0.97519,2.34695,False
train2.csv.gz,train,P1_PIT02,0.17029,2.33856,False
train2.csv.gz,train,P1_PP01AD,540833.0,540833.0,True
train2.csv.gz,train,P1_PP01AR,540833.0,540833.0,True
train2.csv.gz,train,P1_PP01BD,0.0,0.0,True
train2.csv.gz,train,P1_PP01BR,0.0,0.0,True
train2.csv.gz,train,P1_PP02D,1.0,1.0,True
train2.csv.gz,train,P1_PP02R,1.0,1.0,True
train2.csv.gz,train,P1_STSP,1.0,1.0,True
train2.csv.gz,train,P1_TIT01,34.70459,36.91711,False
train2.csv.gz,train,P1_TIT02,34.97925,40.4419,False
train2.csv.gz,train,P2_24Vdc,28.01517,28.0421,False
train2.csv.gz,train,P2_ASD,0.0,0.0,True
train2.csv.gz,train,P2_AutoGO,1.0,1.0,True
train2.csv.gz,train,P2_CO_rpm,53975.0,54175.0,False
train2.csv.gz,train,P2_Emerg,0.0,0.0,True
train2.csv.gz,train,P2_HILout,653.75977,755.5542,False
train2.csv.gz,train,P2_MSD,763.19324,763.19324,True
train2.csv.gz,train,P2_ManualGO,0.0,0.0,True
train2.csv.gz,train,P2_OnOff,1.0,1.0,True
train2.csv.gz,train,P2_RTR,2880.0,2880.0,True
train2.csv.gz,train,P2_SIT01,752.0,821.0,False
train2.csv.gz,train,P2_SIT02,751.53876,820.52631,False
train2.csv.gz,train,P2_TripEx,1.0,1.0,True
train2.csv.gz,train,P2_VT01,11.79424,12.06294,False
train2.csv.gz,train,P2_VTR01,10.0,10.0,True
train2.csv.gz,train,P2_VTR02,10.0,10.0,True
train2.csv.gz,train,P2_VTR03,10.0,10.0,True
train2.csv.gz,train,P2_VTR04,10.0,10.0,True
train2.csv.gz,train,P2_VXT02,-4.0996,-1.7734,False
train2.csv.gz,train,P2_VXT03,-1.8924,0.2445,False
train2.csv.gz,train,P2_VYT02,2.7673,5.156,False
train2.csv.gz,train,P2_VYT03,4.7581,7.3006,False
train2.csv.gz,train,P3_FIT01,-26.0,5395.0,False
train2.csv.gz,train,P3_LCP01D,-8.0,13816.0,False
train2.csv.gz,train,P3_LCV01D,-288.0,17792.0,False
train2.csv.gz,train,P3_LH,70.0,70.0,True
train2.csv.gz,train,P3_LIT01,5099.0,19730.0,False
train2.csv.gz,train,P3_LL,20.0,20.0,True
train2.csv.gz,train,P3_PIT01,-23.0,3845.0,False
train2.csv.gz,train,P4_HT_FD,-0.02358,0.0293,False
train2.csv.gz,train,P4_HT_LD,-0.00723,83.10184,False
train2.csv.gz,train,P4_HT_PO,0.05423,83.15247,False
train2.csv.gz,train,P4_HT_PS,0.0,10.0,False
train2.csv.gz,train,P4_LD,231.33685,499.76489,False
train2.csv.gz,train,P4_ST_FD,-0.02872,0.01172,False
train2.csv.gz,train,P4_ST_GOV,12631.0,26927.0,False
train2.csv.gz,train,P4_ST_LD,230.55914,499.62018,False
train2.csv.gz,train,P4_ST_PO,234.95367,498.86066,False
train2.csv.gz,train,P4_ST_PS,0.0,50.0,False
train2.csv.gz,train,P4_ST_PT01,9944.0,10324.0,False
train2.csv.gz,train,P4_ST_TT01,27538.0,27629.0,False
train3.csv.gz,train,P1_B2004,0.02978,0.10196,False
train3.csv.gz,train,P1_B2016,0.98494,2.0268,False
train3.csv.gz,train,P1_B3004,373.27805,447.83438,False
train3.csv.gz,train,P1_B3005,890.07843,1121.86572,False
train3.csv.gz,train,P1_B4002,31.68883,32.74817,False
train3.csv.gz,train,P1_B4005,0.0,100.0,False
train3.csv.gz,train,P1_B400B,25.02598,2851.09619,False
train3.csv.gz,train,P1_B4022,34.53924,37.89759,False
train3.csv.gz,train,P1_FCV01D,0.0,100.0,False
train3.csv.gz,train,P1_FCV01Z,0.27619,100.0,False
train3.csv.gz,train,P1_FCV02D,0.0,100.0,False
train3.csv.gz,train,P1_FCV02Z,-1.89057,97.38312,False
train3.csv.gz,train,P1_FCV03D,45.71051,74.18626,False
train3.csv.gz,train,P1_FCV03Z,46.17462,75.37231,False
train3.csv.gz,train,P1_FT01,-15.60213,473.06061,False
train3.csv.gz,train,P1_FT01Z,0.0,1381.9574,False
train3.csv.gz,train,P1_FT02,4.80653,1997.41345,False
train3.csv.gz,train,P1_FT02Z,25.02598,2851.09619,False
train3.csv.gz,train,P1_FT03,187.14902,332.87042,False
train3.csv.gz,train,P1_FT03Z,865.69977,1147.55933,False
train3.csv.gz,train,P1_LCV01D,2.12251,28.33634,False
train3.csv.gz,train,P1_LCV01Z,0.28381,28.53546,False
train3.csv.gz,train,P1_LIT01,355.98859,459.44928,False
train3.csv.gz,train,P1_PCV01D,25.26812,100.0,False
train3.csv.gz,train,P1_PCV01Z,25.57526,100.0,False
train3.csv.gz,train,P1_PCV02D,12.0,12.0,True
train3.csv.gz,train,P1_PCV02Z,11.76605,11.81183,False
train3.csv.gz,train,P1_PIT01,0.86914,2.39578,False
train3.csv.gz,train,P1_PIT02,0.17029,2.34238,False
train3.csv.gz,train,P1_PP01AD,540833.0,540833.0,True
train3.csv.gz,train,P1_PP01AR,540833.0,540833.0,True
train3.csv.gz,train,P1_PP01BD,0.0,0.0,True
train3.csv.gz,train,P1_PP01BR,0.0,0.0,True
train3.csv.gz,train,P1_PP02D,1.0,1.0,True
train3.csv.gz,train,P1_PP02R,1.0,1.0,True
train3.csv.gz,train,P1_STSP,1.0,1.0,True
train3.csv.gz,train,P1_TIT01,34.7351,36.94763,False
train3.csv.gz,train,P1_TIT02,34.97925,40.4419,False
train3.csv.gz,train,P2_24Vdc,28.01348,28.04298,False
train3.csv.gz,train,P2_ASD,0.0,0.0,True
train3.csv.gz,train,P2_AutoGO,1.0,1.0,True
train3.csv.gz,train,P2_CO_rpm,53951.0,54215.0,False
train3.csv.gz,train,P2_Emerg,0.0,0.0,True
train3.csv.gz,train,P2_HILout,655.98145,775.1648,False
train3.csv.gz,train,P2_MSD,763.19324,763.19324,True
train3.csv.gz,train,P2_ManualGO,0.0,0.0,True
train3.csv.gz,train,P2_OnOff,1.0,1.0,True
train3.csv.gz,train,P2_RTR,2880.0,2880.0,True
train3.csv.gz,train,P2_SIT01,749.0,828.0,False
train3.csv.gz,train,P2_SIT02,748.93372,828.22137,False
train3.csv.gz,train,P2_TripEx,1.0,1.0,True
train3.csv.gz,train,P2_VT01,11.80405,12.04909,False
train3.csv.gz,train,P2_VTR01,10.0,10.0,True
train3.csv.gz,train,P2_VTR02,10.0,10.0,True
train3.csv.gz,train,P2_VTR03,10.0,10.0,True
train3.csv.gz,train,P2_VTR04,10.0,10.0,True
train3.csv.gz,train,P2_VXT02,-4.2585,-2.0635,False
train3.csv.gz,train,P2_VXT03,-2.0719,-0.0348,False
train3.csv.gz,train,P2_VYT02,2.7959,5.0207,False
train3.csv.gz,train,P2_VYT03,4.8637,7.1404,False
train3.csv.gz,train,P3_FIT01,-27.0,5443.0,False
train3.csv.gz,train,P3_LCP01D,-8.0,13816.0,False
train3.csv.gz,train,P3_LCV01D,-288.0,17776.0,False
train3.csv.gz,train,P3_LH,70.0,70.0,True
train3.csv.gz,train,P3_LIT01,5047.0,19561.0,False
train3.csv.gz,train,P3_LL,20.0,20.0,True
train3.csv.gz,train,P3_PIT01,-24.0,3816.0,False
train3.csv.gz,train,P4_HT_FD,-0.04962,0.03552,False
train3.csv.gz,train,P4_HT_LD,-0.00723,82.97165,False
train3.csv.gz,train,P4_HT_PO,0.05423,86.71515,False
train3.csv.gz,train,P4_HT_PS,0.0,10.0,False
train3.csv.gz,train,P4_LD,231.5177,499.76489,False
train3.csv.gz,train,P4_ST_FD,-0.05244,0.05035,False
train3.csv.gz,train,P4_ST_GOV,12679.0,26609.0,False
train3.csv.gz,train,P4_ST_LD,230.79425,496.32886,False
train3.csv.gz,train,P4_ST_PO,235.80365,493.56195,False
train3.csv.gz,train,P4_ST_PS,0.0,50.0,False
train3.csv.gz,train,P4_ST_PT01,9914.0,10330.0,False
train3.csv.gz,train,P4_ST_TT01,27538.0,27629.0,False
